Assigned_Agent,Lead_ID_Fixed,Client_Name_Fixed,Company_Segment,City_Final,Status_Clean,Lead_Date_Final,Lead_Month_No,Lead_Month,Lead_Year,Lead_Quarter,Lead_Weekday_No,Lead_Weekday,Response_Time_Hours,Target_Sales,Interaction_Count_Final,Sales_Tier,Is_Converted,Is_Engaged,Stage_Order,Response_Speed_Cat,Response_Bucket_6H,Engagement_Level
Agent_C,CL-1051,Client_1051,A Private Manufacturing Enterprise,Kota Kinabalu,CONTACTED,7/29/2024,7,July,2024,Q3,1,Monday,15.7,3991.71,18,High,0,1,2,Moderate,12,High
Agent_A,CL-0253,Client_253,A Regional Financial Institution,Ipoh,CONTACTED,9/23/2024,9,September,2024,Q3,1,Monday,22.3,1724.67,40,Low,0,1,2,Moderate,18,High
Agent_C,CL-0619,Client_619,A Major Telecommunications Provider,Kuala Lumpur,CONTACTED,12/14/2023,12,December,2023,Q4,4,Thursday,3.6,3290.81,42,Medium,0,1,2,Fast,0,High
Agent_B,CL-0145,Client_145,A Government Service Provider,Kuching,CONTACTED,1/9/2024,1,January,2024,Q1,2,Tuesday,46.5,3950.34,43,High,0,1,2,Delayed,42,High
Agent_C,CL-1481,Client_1481,A Major Telecommunications Provider,Putrajaya,NEW,8/10/2023,8,August,2023,Q3,4,Thursday,9,1959.48,33,Low,0,0,1,Moderate,6,High
Agent_C,CL-2245,Client_2245,A Regional Financial Institution,Seremban,CONTACTED,6/23/2023,6,June,2023,Q2,5,Friday,51.6,2454.65,11,Medium,0,1,2,Delayed,48,High
Agent_B,CL-0539,Client_539,A Private Manufacturing Enterprise,Johor Bahru,NEW,12/30/2024,12,December,2024,Q4,1,Monday,35.6,4460.54,15,High,0,0,1,Delayed,30,High
Agent_A,CL-0194,Client_194,A Private Manufacturing Enterprise,Alor Setar,CONTACTED,3/9/2024,3,March,2024,Q1,6,Saturday,57.6,4654.72,47,High,0,1,2,Delayed,54,High
Agent_A,CL-2323,Client_2323,A Leading Utility Company,Subang Jaya,NEW,10/26/2024,10,October,2024,Q4,6,Saturday,17.8,3273.73,49,Medium,0,0,1,Moderate,12,High
Agent_B,CL-1445,Client_1445,A Major Telecommunications Provider,Alor Setar,NEW,5/24/2023,5,May,2023,Q2,3,Wednesday,67.7,3616.18,24,Medium,0,0,1,Delayed,66,High
Agent_A,CL-1728,Client_1728,A Private Manufacturing Enterprise,Kota Kinabalu,NEW,12/30/2024,12,December,2024,Q4,1,Monday,21.6,1886.04,6,Low,0,0,1,Moderate,18,High
Agent_A,CL-2438,Client_2438,A Regional Financial Institution,Alor Setar,CONTACTED,8/30/2023,8,August,2023,Q3,3,Wednesday,16.2,4453.18,40,High,0,1,2,Moderate,12,High
Agent_A,CL-1091,Client_1091,A Leading Utility Company,Klang,QUALIFIED,4/1/2023,4,April,2023,Q2,6,Saturday,57.6,3885.7,9,Medium,0,1,3,Delayed,54,High
Agent_D,CL-0760,Client_760,A Leading Utility Company,Putrajaya,QUALIFIED,1/3/2024,1,January,2024,Q1,3,Wednesday,52.8,4106.43,13,High,0,1,3,Delayed,48,High
Agent_A,CL-1571,Client_1571,A Major Telecommunications Provider,Klang,QUALIFIED,8/29/2023,8,August,2023,Q3,2,Tuesday,13,1588.89,44,Low,0,1,3,Moderate,12,High
Agent_A,CL-1924,Client_1924,A Government Service Provider,Petaling Jaya,NEW,10/11/2023,10,October,2023,Q4,3,Wednesday,9.8,1832.46,9,Low,0,0,1,Moderate,6,High
Agent_B,CL-2255,Client_2255,A Regional Financial Institution,Subang Jaya,QUALIFIED,4/3/2024,4,April,2024,Q2,3,Wednesday,7.5,4061.15,29,High,0,1,3,Moderate,6,High
Agent_A,CL-1736,Client_1736,A Regional Financial Institution,Shah Alam,CONTACTED,4/5/2023,4,April,2023,Q2,3,Wednesday,64.8,3548.39,17,Medium,0,1,2,Delayed,60,High
Agent_C,CL-2134,Client_2134,A Regional Financial Institution,Putrajaya,NEW,7/12/2024,7,July,2024,Q3,5,Friday,11.9,3690.86,16,Medium,0,0,1,Moderate,6,High
Agent_D,CL-1942,Client_1942,A Leading Utility Company,Ipoh,QUALIFIED,8/23/2024,8,August,2024,Q3,5,Friday,24.5,2040.3,16,Medium,0,1,3,Delayed,24,High
Agent_A,CL-1408,Client_1408,A Government Service Provider,CyberJaya,CONTACTED,10/27/2023,10,October,2023,Q4,5,Friday,36,3057.45,27,Medium,0,1,2,Delayed,36,High
Agent_A,CL-1290,Client_1290,A Major Telecommunications Provider,Kuala Lumpur,NEW,5/12/2024,5,May,2024,Q2,7,Sunday,42.4,1721.56,41,Low,0,0,1,Delayed,42,High
Agent_B,CL-2582,Client_2582,A Major Telecommunications Provider,Malaka,CONTACTED,10/19/2023,10,October,2023,Q4,4,Thursday,6.5,1017.14,39,Low,0,1,2,Moderate,6,High
Agent_D,CL-0998,Client_998,A Regional Financial Institution,Kuala Lumpur,QUALIFIED,9/3/2024,9,September,2024,Q3,2,Tuesday,19.2,3838.05,46,Medium,0,1,3,Moderate,18,High
Agent_D,CL-1613,Client_1613,A Regional Financial Institution,Penang,NEW,8/31/2023,8,August,2023,Q3,4,Thursday,57.6,1528.22,49,Low,0,0,1,Delayed,54,High
Agent_C,CL-2584,Client_2584,A Regional Financial Institution,Putrajaya,NEW,7/9/2023,7,July,2023,Q3,7,Sunday,31.2,1878.92,33,Low,0,0,1,Delayed,30,High
Agent_B,CL-1055,Client_1055,A Government Service Provider,Kuala Lumpur,NEW,10/22/2024,10,October,2024,Q4,2,Tuesday,59.8,3620.73,18,Medium,0,0,1,Delayed,54,High
Agent_C,CL-0558,Client_558,A Private Manufacturing Enterprise,Kuching,CONTACTED,6/16/2024,6,June,2024,Q2,7,Sunday,63.7,1662.3,13,Low,0,1,2,Delayed,60,High
Agent_A,CL-1749,Client_1749,A Leading Utility Company,CyberJaya,CONTACTED,5/18/2023,5,May,2023,Q2,4,Thursday,52.4,4059.22,12,High,0,1,2,Delayed,48,High
Agent_C,CL-2189,Client_2189,A Major Telecommunications Provider,Penang,CONTACTED,7/20/2023,7,July,2023,Q3,4,Thursday,18,1336.42,20,Low,0,1,2,Moderate,18,High
Agent_A,CL-2027,Client_2027,A Major Telecommunications Provider,CyberJaya,CONVERTED,8/28/2024,8,August,2024,Q3,3,Wednesday,65,1263.35,45,Low,1,1,4,Delayed,60,High
Agent_D,CL-0771,Client_771,A Major Telecommunications Provider,Klang,NEW,5/25/2024,5,May,2024,Q2,6,Saturday,24.4,3854.31,13,Medium,0,0,1,Delayed,24,High
Agent_B,CL-2203,Client_2203,A Major Telecommunications Provider,Alor Setar,CONVERTED,7/27/2024,7,July,2024,Q3,6,Saturday,13.5,3866.31,44,Medium,1,1,4,Moderate,12,High
Agent_B,CL-0462,Client_462,A Major Telecommunications Provider,Ipoh,NEW,1/29/2023,1,January,2023,Q1,7,Sunday,27.9,3615.2,15,Medium,0,0,1,Delayed,24,High
Agent_B,CL-2887,Client_2887,A Regional Financial Institution,Putrajaya,NEW,8/31/2024,8,August,2024,Q3,6,Saturday,33,2125.64,14,Medium,0,0,1,Delayed,30,High
Agent_D,CL-1291,Client_1291,A Regional Financial Institution,Malaka,NEW,3/24/2024,3,March,2024,Q1,7,Sunday,63.5,1151.01,50,Low,0,0,1,Delayed,60,High
Agent_B,CL-2639,Client_2639,A Private Manufacturing Enterprise,Seremban,QUALIFIED,6/20/2023,6,June,2023,Q2,2,Tuesday,0.7,3140.61,48,Medium,0,1,3,Immediate,0,High
Agent_D,CL-2499,Client_2499,A Government Service Provider,Putrajaya,CONTACTED,1/1/2024,1,January,2024,Q1,1,Monday,46,4850.44,16,High,0,1,2,Delayed,42,High
Agent_A,CL-0592,Client_592,A Major Telecommunications Provider,Kuala Lumpur,QUALIFIED,4/8/2024,4,April,2024,Q2,1,Monday,42,3249.46,47,Medium,0,1,3,Delayed,42,High
Agent_A,CL-1540,Client_1540,A Regional Financial Institution,Shah Alam,CONTACTED,5/17/2023,5,May,2023,Q2,3,Wednesday,30.4,1096.57,37,Low,0,1,2,Delayed,30,High
Agent_D,CL-0984,Client_984,A Major Telecommunications Provider,CyberJaya,CONTACTED,1/25/2023,1,January,2023,Q1,3,Wednesday,25.8,4414.61,44,High,0,1,2,Delayed,24,High
Agent_B,CL-0805,Client_805,A Major Telecommunications Provider,Johor Bahru,CONTACTED,4/11/2023,4,April,2023,Q2,2,Tuesday,59,2176.74,18,Medium,0,1,2,Delayed,54,High
Agent_B,CL-0983,Client_983,A Private Manufacturing Enterprise,Malaka,NEW,1/10/2023,1,January,2023,Q1,2,Tuesday,7.9,1683.81,27,Low,0,0,1,Moderate,6,High
Agent_C,CL-0797,Client_797,A Government Service Provider,Johor Bahru,CONTACTED,1/25/2023,1,January,2023,Q1,3,Wednesday,8.7,2648.1,19,Medium,0,1,2,Moderate,6,High
Agent_A,CL-0494,Client_494,A Leading Utility Company,Putrajaya,CONTACTED,6/17/2024,6,June,2024,Q2,1,Monday,69.2,3533.87,47,Medium,0,1,2,Delayed,66,High
Agent_C,CL-2561,Client_2561,A Government Service Provider,Alor Setar,CONTACTED,6/28/2023,6,June,2023,Q2,3,Wednesday,55.3,4355.57,46,High,0,1,2,Delayed,54,High
Agent_B,CL-1503,Client_1503,A Government Service Provider,Kota Kinabalu,NEW,4/18/2024,4,April,2024,Q2,4,Thursday,63,1543.04,39,Low,0,0,1,Delayed,60,High
Agent_C,CL-2792,Client_2792,A Leading Utility Company,Seremban,CONTACTED,3/9/2023,3,March,2023,Q1,4,Thursday,40.4,3536.35,4,Medium,0,1,2,Delayed,36,Medium
Agent_C,CL-0930,Client_930,A Regional Financial Institution,Kota Kinabalu,QUALIFIED,7/5/2024,7,July,2024,Q3,5,Friday,59.1,1453.31,5,Low,0,1,3,Delayed,54,Medium
Agent_C,CL-1345,Client_1345,A Government Service Provider,Subang Jaya,CONVERTED,8/22/2023,8,August,2023,Q3,2,Tuesday,65.9,1504.07,21,Low,1,1,4,Delayed,60,High
Agent_A,CL-1779,Client_1779,A Leading Utility Company,CyberJaya,QUALIFIED,4/2/2024,4,April,2024,Q2,2,Tuesday,18.6,3729.69,36,Medium,0,1,3,Moderate,18,High
Agent_C,CL-1150,Client_1150,A Leading Utility Company,Alor Setar,NEW,4/7/2023,4,April,2023,Q2,5,Friday,31.2,4020.89,31,High,0,0,1,Delayed,30,High
Agent_C,CL-1772,Client_1772,A Regional Financial Institution,Kota Kinabalu,CONVERTED,10/19/2023,10,October,2023,Q4,4,Thursday,18.5,3821.48,17,Medium,1,1,4,Moderate,18,High
Agent_C,CL-1834,Client_1834,A Government Service Provider,Seremban,LOST,1/13/2024,1,January,2024,Q1,6,Saturday,22.6,4369.37,45,High,0,0,5,Moderate,18,High
Agent_A,CL-0292,Client_292,A Major Telecommunications Provider,Ipoh,NEW,3/30/2023,3,March,2023,Q1,4,Thursday,42.7,3225.27,28,Medium,0,0,1,Delayed,42,High
Agent_D,CL-1505,Client_1505,A Regional Financial Institution,Johor Bahru,CONTACTED,12/9/2024,12,December,2024,Q4,1,Monday,58.6,1641.42,4,Low,0,1,2,Delayed,54,Medium
Agent_B,CL-2508,Client_2508,A Regional Financial Institution,CyberJaya,CONVERTED,1/27/2023,1,January,2023,Q1,5,Friday,52.7,1831.52,31,Low,1,1,4,Delayed,48,High
Agent_C,CL-2442,Client_2442,A Leading Utility Company,CyberJaya,CONTACTED,4/8/2024,4,April,2024,Q2,1,Monday,25.7,3122.6,39,Medium,0,1,2,Delayed,24,High
Agent_A,CL-2765,Client_2765,A Regional Financial Institution,Shah Alam,LOST,6/13/2024,6,June,2024,Q2,4,Thursday,15.4,2409.65,48,Medium,0,0,5,Moderate,12,High
Agent_D,CL-2317,Client_2317,A Government Service Provider,Kuching,QUALIFIED,2/12/2024,2,February,2024,Q1,1,Monday,61.9,4581.53,26,High,0,1,3,Delayed,60,High
Agent_A,CL-2641,Client_2641,A Private Manufacturing Enterprise,Subang Jaya,CONTACTED,7/26/2024,7,July,2024,Q3,5,Friday,10.7,4645.39,42,High,0,1,2,Moderate,6,High
Agent_C,CL-0036,Client_036,A Major Telecommunications Provider,CyberJaya,LOST,12/29/2023,12,December,2023,Q4,5,Friday,11.6,3085.67,12,Medium,0,0,5,Moderate,6,High
Agent_B,CL-0147,Client_147,A Private Manufacturing Enterprise,Ipoh,NEW,8/20/2023,8,August,2023,Q3,7,Sunday,60.9,2266.79,35,Medium,0,0,1,Delayed,60,High
Agent_B,CL-0026,Client_026,A Major Telecommunications Provider,Kuala Lumpur,CONTACTED,8/21/2024,8,August,2024,Q3,3,Wednesday,38.5,2508.78,6,Medium,0,1,2,Delayed,36,High
Agent_A,CL-1977,Client_1977,A Leading Utility Company,Kuala Lumpur,NEW,1/19/2023,1,January,2023,Q1,4,Thursday,48.2,2719.65,42,Medium,0,0,1,Delayed,48,High
Agent_D,CL-0588,Client_588,A Government Service Provider,Seremban,CONTACTED,3/3/2024,3,March,2024,Q1,7,Sunday,48.4,3163.22,5,Medium,0,1,2,Delayed,48,Medium
Agent_B,CL-0568,Client_568,A Government Service Provider,Putrajaya,NEW,11/14/2023,11,November,2023,Q4,2,Tuesday,60,4749.44,9,High,0,0,1,Delayed,60,High
Agent_A,CL-2475,Client_2475,A Government Service Provider,Kuching,NEW,8/10/2023,8,August,2023,Q3,4,Thursday,15.6,3112.51,N/A,Medium,0,0,1,Moderate,12,High
Agent_A,CL-2693,Client_2693,A Regional Financial Institution,Shah Alam,QUALIFIED,2/3/2023,2,February,2023,Q1,5,Friday,42.7,4710.63,9,High,0,1,3,Delayed,42,High
Agent_B,CL-0870,Client_870,A Major Telecommunications Provider,Petaling Jaya,LOST,7/8/2024,7,July,2024,Q3,1,Monday,17.1,2342.67,12,Medium,0,0,5,Moderate,12,High
Agent_D,CL-2035,Client_2035,A Leading Utility Company,Putrajaya,NEW,10/23/2024,10,October,2024,Q4,3,Wednesday,52,2138.07,12,Medium,0,0,1,Delayed,48,High
Agent_A,CL-0278,Client_278,A Government Service Provider,Putrajaya,CONVERTED,12/6/2024,12,December,2024,Q4,5,Friday,45.7,3141.16,14,Medium,1,1,4,Delayed,42,High
Agent_A,CL-0152,Client_152,A Leading Utility Company,Seremban,QUALIFIED,7/21/2024,7,July,2024,Q3,7,Sunday,61.4,2483.53,11,Medium,0,1,3,Delayed,60,High
Agent_D,CL-2592,Client_2592,A Government Service Provider,Kota Kinabalu,CONVERTED,5/27/2023,5,May,2023,Q2,6,Saturday,9.5,1807.4,46,Low,1,1,4,Moderate,6,High
Agent_C,CL-0233,Client_233,A Major Telecommunications Provider,Alor Setar,CONTACTED,8/16/2024,8,August,2024,Q3,5,Friday,24.1,4534.11,16,High,0,1,2,Delayed,24,High
Agent_A,CL-0787,Client_787,A Private Manufacturing Enterprise,Malaka,CONTACTED,12/12/2024,12,December,2024,Q4,4,Thursday,52.8,3063.34,8,Medium,0,1,2,Delayed,48,High
Agent_C,CL-2412,Client_2412,A Government Service Provider,Kota Kinabalu,NEW,7/13/2024,7,July,2024,Q3,6,Saturday,4,1235,N/A,Low,0,0,1,Fast,0,High
Agent_B,CL-2671,Client_2671,A Private Manufacturing Enterprise,Putrajaya,QUALIFIED,10/15/2023,10,October,2023,Q4,7,Sunday,70,4360.55,23,High,0,1,3,Delayed,66,High
Agent_C,CL-2952,Client_2952,A Private Manufacturing Enterprise,Subang Jaya,NEW,3/6/2024,3,March,2024,Q1,3,Wednesday,49.7,1525.28,46,Low,0,0,1,Delayed,48,High
Agent_C,CL-1193,Client_1193,A Regional Financial Institution,Penang,NEW,5/12/2023,5,May,2023,Q2,5,Friday,43,4943.57,36,High,0,0,1,Delayed,42,High
Agent_B,CL-0997,Client_997,A Major Telecommunications Provider,Kota Kinabalu,CONTACTED,10/22/2024,10,October,2024,Q4,2,Tuesday,4,3867.22,6,Medium,0,1,2,Fast,0,High
Agent_B,CL-0058,Client_058,A Private Manufacturing Enterprise,Penang,NEW,2/1/2023,2,February,2023,Q1,3,Wednesday,44.9,1056.75,43,Low,0,0,1,Delayed,42,High
Agent_A,CL-2080,Client_2080,A Major Telecommunications Provider,Ipoh,CONTACTED,9/22/2023,9,September,2023,Q3,5,Friday,22.2,3456.63,21,Medium,0,1,2,Moderate,18,High
Agent_C,CL-1818,Client_1818,A Leading Utility Company,Klang,QUALIFIED,1/5/2024,1,January,2024,Q1,5,Friday,64.1,1088.27,5,Low,0,1,3,Delayed,60,Medium
Agent_A,CL-1630,Client_1630,A Major Telecommunications Provider,Ipoh,NEW,3/25/2024,3,March,2024,Q1,1,Monday,52.8,2735.23,4,Medium,0,0,1,Delayed,48,Medium
Agent_A,CL-0884,Client_884,A Government Service Provider,Penang,QUALIFIED,9/1/2024,9,September,2024,Q3,7,Sunday,18.9,2237.37,19,Medium,0,1,3,Moderate,18,High
Agent_A,CL-0773,Client_773,A Private Manufacturing Enterprise,CyberJaya,CONVERTED,6/5/2023,6,June,2023,Q2,1,Monday,57.8,3277.01,30,Medium,1,1,4,Delayed,54,High
Agent_C,CL-1419,Client_1419,A Regional Financial Institution,Putrajaya,NEW,4/3/2023,4,April,2023,Q2,1,Monday,6.2,3160.82,35,Medium,0,0,1,Moderate,6,High
Agent_C,CL-1431,Client_1431,A Regional Financial Institution,Ipoh,NEW,2/3/2024,2,February,2024,Q1,6,Saturday,45.7,3564.36,44,Medium,0,0,1,Delayed,42,High
Agent_A,CL-2322,Client_2322,A Government Service Provider,Ipoh,NEW,9/12/2023,9,September,2023,Q3,2,Tuesday,41.2,1282.7,46,Low,0,0,1,Delayed,36,High
Agent_A,CL-1822,Client_1822,A Private Manufacturing Enterprise,Kuching,CONVERTED,11/29/2024,11,November,2024,Q4,5,Friday,62.4,4444.28,32,High,1,1,4,Delayed,60,High
Agent_A,CL-0790,Client_790,A Private Manufacturing Enterprise,Putrajaya,CONTACTED,3/1/2023,3,March,2023,Q1,3,Wednesday,62.7,2520.89,20,Medium,0,1,2,Delayed,60,High
Agent_A,CL-2254,Client_2254,A Major Telecommunications Provider,Shah Alam,NEW,1/16/2024,1,January,2024,Q1,2,Tuesday,28.8,2480.84,18,Medium,0,0,1,Delayed,24,High
Agent_D,CL-1509,Client_1509,A Government Service Provider,Subang Jaya,CONTACTED,11/1/2023,11,November,2023,Q4,3,Wednesday,51.9,4963.15,15,High,0,1,2,Delayed,48,High
Agent_C,CL-0247,Client_247,A Leading Utility Company,Kota Kinabalu,NEW,1/20/2024,1,January,2024,Q1,6,Saturday,47.7,4161.38,19,High,0,0,1,Delayed,42,High
Agent_B,CL-0713,Client_713,A Major Telecommunications Provider,Seremban,QUALIFIED,8/30/2023,8,August,2023,Q3,3,Wednesday,67.2,1657.84,38,Low,0,1,3,Delayed,66,High
Agent_C,CL-0208,Client_208,A Government Service Provider,Ipoh,CONTACTED,7/17/2023,7,July,2023,Q3,1,Monday,33.3,3030.19,1,Medium,0,1,2,Delayed,30,Low
Agent_D,CL-0769,Client_769,A Government Service Provider,Penang,LOST,3/24/2024,3,March,2024,Q1,7,Sunday,69.6,4354.19,7,High,0,0,5,Delayed,66,High
Agent_C,CL-2020,Client_2020,A Private Manufacturing Enterprise,Kota Kinabalu,CONTACTED,2/11/2023,2,February,2023,Q1,6,Saturday,38,2614.92,33,Medium,0,1,2,Delayed,36,High
Agent_D,CL-1628,Client_1628,A Government Service Provider,Klang,QUALIFIED,4/16/2024,4,April,2024,Q2,2,Tuesday,24.6,2186.31,50,Medium,0,1,3,Delayed,24,High
Agent_A,CL-1564,Client_1564,A Private Manufacturing Enterprise,Putrajaya,CONTACTED,9/21/2024,9,September,2024,Q3,6,Saturday,36,2741.66,10,Medium,0,1,2,Delayed,36,High
Agent_D,CL-1986,Client_1986,A Private Manufacturing Enterprise,Ipoh,QUALIFIED,1/11/2023,1,January,2023,Q1,3,Wednesday,63.8,4295.3,13,High,0,1,3,Delayed,60,High
Agent_D,CL-1376,Client_1376,A Leading Utility Company,Putrajaya,CONTACTED,3/16/2023,3,March,2023,Q1,4,Thursday,46.3,3896.01,13,Medium,0,1,2,Delayed,42,High
Agent_D,CL-1879,Client_1879,A Government Service Provider,Putrajaya,NEW,8/21/2023,8,August,2023,Q3,1,Monday,10.2,4100.23,3,High,0,0,1,Moderate,6,Medium
Agent_A,CL-0327,Client_327,A Major Telecommunications Provider,Klang,NEW,9/7/2024,9,September,2024,Q3,6,Saturday,7,3276.44,2,Medium,0,0,1,Moderate,6,Low
Agent_A,CL-1443,Client_1443,A Private Manufacturing Enterprise,Kota Kinabalu,QUALIFIED,11/19/2023,11,November,2023,Q4,7,Sunday,31.5,3051.32,21,Medium,0,1,3,Delayed,30,High
Agent_B,CL-1153,Client_1153,A Private Manufacturing Enterprise,Putrajaya,LOST,3/17/2023,3,March,2023,Q1,5,Friday,45,4764.42,19,High,0,0,5,Delayed,42,High
Agent_B,CL-1262,Client_1262,A Private Manufacturing Enterprise,Malaka,CONTACTED,9/13/2024,9,September,2024,Q3,5,Friday,52.4,2176.05,47,Medium,0,1,2,Delayed,48,High
Agent_B,CL-0954,Client_954,A Regional Financial Institution,Klang,NEW,5/28/2024,5,May,2024,Q2,2,Tuesday,57.2,1526.64,33,Low,0,0,1,Delayed,54,High
Agent_C,CL-0008,Client_008,A Regional Financial Institution,Petaling Jaya,CONVERTED,2/27/2023,2,February,2023,Q1,1,Monday,23.1,1889.66,N/A,Low,1,1,4,Moderate,18,High
Agent_B,CL-0950,Client_950,A Government Service Provider,Alor Setar,CONVERTED,1/8/2023,1,January,2023,Q1,7,Sunday,16.7,3728.85,24,Medium,1,1,4,Moderate,12,High
Agent_B,CL-2439,Client_2439,A Major Telecommunications Provider,Subang Jaya,NEW,6/5/2023,6,June,2023,Q2,1,Monday,59.7,4063.35,14,High,0,0,1,Delayed,54,High
Agent_D,CL-1726,Client_1726,A Regional Financial Institution,Kuala Lumpur,CONVERTED,8/20/2024,8,August,2024,Q3,2,Tuesday,39,2243.97,11,Medium,1,1,4,Delayed,36,High
Agent_C,CL-2949,Client_2949,A Government Service Provider,Malaka,QUALIFIED,9/26/2024,9,September,2024,Q3,4,Thursday,5.4,4470.99,9,High,0,1,3,Fast,0,High
Agent_C,CL-0070,Client_070,A Major Telecommunications Provider,Petaling Jaya,QUALIFIED,10/5/2024,10,October,2024,Q4,6,Saturday,38,2333.74,13,Medium,0,1,3,Delayed,36,High
Agent_D,CL-2970,Client_2970,A Regional Financial Institution,CyberJaya,NEW,6/18/2024,6,June,2024,Q2,2,Tuesday,57.5,3783.55,40,Medium,0,0,1,Delayed,54,High
Agent_A,CL-1208,Client_1208,A Private Manufacturing Enterprise,Johor Bahru,LOST,6/12/2024,6,June,2024,Q2,3,Wednesday,30,2386.98,5,Medium,0,0,5,Delayed,30,Medium
Agent_B,CL-0468,Client_468,A Government Service Provider,Klang,CONTACTED,5/4/2024,5,May,2024,Q2,6,Saturday,62,3484.48,8,Medium,0,1,2,Delayed,60,High
Agent_A,CL-2767,Client_2767,A Government Service Provider,Johor Bahru,QUALIFIED,9/27/2024,9,September,2024,Q3,5,Friday,2,3789.96,2,Medium,0,1,3,Fast,0,Low
Agent_A,CL-1946,Client_1946,A Major Telecommunications Provider,Kuching,NEW,4/2/2024,4,April,2024,Q2,2,Tuesday,1.5,3063.8,24,Medium,0,0,1,Fast,0,High
Agent_C,CL-0634,Client_634,A Leading Utility Company,Putrajaya,CONTACTED,2/27/2024,2,February,2024,Q1,2,Tuesday,4.8,2429.57,28,Medium,0,1,2,Fast,0,High
Agent_C,CL-2321,Client_2321,A Leading Utility Company,Johor Bahru,NEW,6/16/2023,6,June,2023,Q2,5,Friday,1.8,2274.08,10,Medium,0,0,1,Fast,0,High
Agent_B,CL-2301,Client_2301,A Leading Utility Company,Kuala Lumpur,NEW,8/7/2024,8,August,2024,Q3,3,Wednesday,50.2,4126.87,36,High,0,0,1,Delayed,48,High
Agent_D,CL-1781,Client_1781,A Private Manufacturing Enterprise,Penang,CONTACTED,8/22/2024,8,August,2024,Q3,4,Thursday,10.4,1058.33,5,Low,0,1,2,Moderate,6,Medium
Agent_C,CL-1516,Client_1516,A Government Service Provider,CyberJaya,NEW,6/22/2023,6,June,2023,Q2,4,Thursday,25.8,4946.26,19,High,0,0,1,Delayed,24,High
Agent_D,CL-2534,Client_2534,A Major Telecommunications Provider,Shah Alam,NEW,12/19/2023,12,December,2023,Q4,2,Tuesday,13,4050.17,20,High,0,0,1,Moderate,12,High
Agent_C,CL-0660,Client_660,A Private Manufacturing Enterprise,Seremban,NEW,4/1/2024,4,April,2024,Q2,1,Monday,44,3424.14,15,Medium,0,0,1,Delayed,42,High
Agent_C,CL-0089,Client_089,A Regional Financial Institution,Alor Setar,CONVERTED,6/4/2024,6,June,2024,Q2,2,Tuesday,55.7,1339.52,33,Low,1,1,4,Delayed,54,High
Agent_C,CL-2178,Client_2178,A Regional Financial Institution,Alor Setar,QUALIFIED,11/16/2023,11,November,2023,Q4,4,Thursday,47.3,1293.61,27,Low,0,1,3,Delayed,42,High
Agent_B,CL-0207,Client_207,A Regional Financial Institution,Subang Jaya,CONTACTED,10/12/2023,10,October,2023,Q4,4,Thursday,39.3,2232.41,9,Medium,0,1,2,Delayed,36,High
Agent_D,CL-2044,Client_2044,A Government Service Provider,Kuching,NEW,3/7/2023,3,March,2023,Q1,2,Tuesday,22.4,4257.29,6,High,0,0,1,Moderate,18,High
Agent_A,CL-0180,Client_180,A Regional Financial Institution,CyberJaya,CONVERTED,9/11/2024,9,September,2024,Q3,3,Wednesday,3.4,2974.46,42,Medium,1,1,4,Fast,0,High
Agent_B,CL-2259,Client_2259,A Leading Utility Company,Johor Bahru,QUALIFIED,3/6/2023,3,March,2023,Q1,1,Monday,24.2,4738.13,18,High,0,1,3,Delayed,24,High
Agent_A,CL-2922,Client_2922,A Major Telecommunications Provider,Ipoh,CONVERTED,10/12/2024,10,October,2024,Q4,6,Saturday,55,2048.16,8,Medium,1,1,4,Delayed,54,High
Agent_B,CL-1616,Client_1616,A Government Service Provider,Klang,NEW,7/23/2024,7,July,2024,Q3,2,Tuesday,69.6,2898.23,3,Medium,0,0,1,Delayed,66,Medium
Agent_D,CL-1919,Client_1919,A Major Telecommunications Provider,Subang Jaya,QUALIFIED,3/10/2023,3,March,2023,Q1,5,Friday,36,1417.99,12,Low,0,1,3,Delayed,36,High
Agent_A,CL-1894,Client_1894,A Regional Financial Institution,Kuala Lumpur,NEW,11/13/2024,11,November,2024,Q4,3,Wednesday,57.6,1717.47,4,Low,0,0,1,Delayed,54,Medium
Agent_C,CL-2343,Client_2343,A Leading Utility Company,Penang,CONVERTED,5/8/2024,5,May,2024,Q2,3,Wednesday,1.4,2156.61,13,Medium,1,1,4,Fast,0,High
Agent_B,CL-1318,Client_1318,A Leading Utility Company,Petaling Jaya,CONTACTED,9/7/2023,9,September,2023,Q3,4,Thursday,48,3135.03,18,Medium,0,1,2,Delayed,48,High
Agent_A,CL-0289,Client_289,A Government Service Provider,Ipoh,CONVERTED,1/9/2023,1,January,2023,Q1,1,Monday,30.7,1316.53,15,Low,1,1,4,Delayed,30,High
Agent_B,CL-1461,Client_1461,A Regional Financial Institution,CyberJaya,NEW,5/2/2024,5,May,2024,Q2,4,Thursday,52.3,2011.04,38,Medium,0,0,1,Delayed,48,High
Agent_C,CL-1338,Client_1338,A Major Telecommunications Provider,Putrajaya,NEW,6/9/2023,6,June,2023,Q2,5,Friday,48.1,3814.96,46,Medium,0,0,1,Delayed,48,High
Agent_C,CL-0967,Client_967,A Government Service Provider,Alor Setar,CONTACTED,12/22/2023,12,December,2023,Q4,5,Friday,8.9,3048.46,N/A,Medium,0,1,2,Moderate,6,High
